"","X.3","X.2","X.1","X","votes.funny","votes.useful","votes.cool","user_id","review_id","stars","date","text","type","business_id","foodtype","howmany","avgrev","count12","count_bef","count14","count15","location","user_avg_asian","price","avgstar","isPA","isNC","isAZ","isNV","isWI","isQC","isburg","gdpcap","like","isasian","countreturnasian","goback","returnasian","is_bef","is2014","is2015","price_bef","avgstar_bef","price14","avgstar14","price15","avgstar15","numdate","porpreturn","diffstar","shock","price2","avgstar2","rating2"
"97",194,59,1907742,1907742,0,1,0,"Gll5xT6Gc-TpxI31k4H0rA","06-BWVlPlacPEiJGZUXTLw",3,"2013-08-02","The meat is seasoned so wonderfully, especially the beef in the #18! 

Kind of pricey considering the amount of food (ordered a rice plate- so scoop of rice and some meat), but of course it's Vegas and everything is more expensive! First time eating Vietnamese and it was a good introduction :)

Customer service was good- we didn't know what we were doing and when we ordered rice stick plates the hostess told us they were cold dishes, which we didn't want. She was able to recommend two other dishes similar to what we ordered originally but that were warm dishes served with rice.","review","Q8E7BaMD2g_-xCTcBK8Q8Q","Vietnamese",37,3.18918918918919,0,2,1,0,"NV",4.5,2,3,0,0,0,1,0,0,0,1.3,0,1,3,0,1,1,1,0,2,3.75,2,3.5,1.64414414414414,3.5213447171825,15919,0.0810810810810811,-1.5,0,0,0,0
"98",197,60,1911926,1911926,0,0,0,"gxGdcGKsWaxPXJ9OEHcBlw","Kd8UVOD1lECgcbMuutJTug",4,"2014-04-03","I love that this place is inside the LeeLee. I can get a bite to eat before I go shopping. 

I never had Vietnamese before going here so I can't really compare it to anything. All I can say is what I've had there has all been very good. I especially love the spring rolls. The prices are very reasonable. I've been there a few times now and always see the same people working there so I'm guessing it's a owned by a small family. I'm all about supporting small business!

The only not-so-great thing I've run into there is that they have a couple of duck dishes on their menu but every time we've been there, they don't have duck. Which is a little odd to me because LeeLee sells whole duck (at a reasonable price too!). I don't understand why they have it on the menu if they're not actually going to have it available. 

But that small confusion aside, I've found it a decent place to grab a bite to eat that isn't deep-fat-fried and swimming in sugar. For the sugar, I suggest you go to the teashop right next door (also in LeeLee) and grab one of their fruit smoothie boba teas. Yum!","review","3Wxp8wNfUuYUohTpNMLotQ","Vietnamese",12,2.75,0,3,2,0,"AZ",2.66666666666667,1,3.5,0,0,1,0,0,0,0,0.7,1,1,1,0,1,1,1,0,2,3.83333333333333,1.5,3.25,1.64414414414414,3.5213447171825,16163,0.0833333333333333,1.33333333333333,1,0,0,0
"99",198,61,1799041,1799041,1,3,2,"LzBRF1sMlbcPBz46tm74cQ","3aolzUoDfbt_8G70k8Tnqg",4,"2014-06-29","I had never had Ethiopian food before but I was really curious to try an authentic restaurant. Of course, my friends and I used trusty yelp to find a restaurant and this was one of the first results.

Overall, the exterior is unlabeled and a bit difficult to see from the street. It's in an unassuming strip mall and took a few tries to find. However, the decor makes it stand out a bit.

When we entered, the waitress said we could sit wherever we liked and she came out with menus and took our drink order. I ordered a cinnamon iced tea, which I really liked. 

For our main order, my friend and I split a veggie combo plate for $11.99. This includes all of the veggie options on a thin injera disc and three pieces of injera bread on the side. 

For those of you who have never had injera bread, it's a doughy pancake-y type of bread with a strong sour taste, similar to sourdough bread. I personally enjoyed the injera but one of my friends has a distaste for sourdough bread so it kind of ruined the meal for her. She, however, did like her cabbage that she ordered. I liked all of the vegetarian options and I was glad that I got to sample them all. All of the options were delicious and surprisingly, very filling! My friend and I were able to eat maybe half of the plate together.

Overall, our waitress was very courteous and attentive, despite being the only one working there that day. There is also a small dance floor and various Ethiopian music videos playing on the projector at the back of the restaurant. Great authentic experience and I'm always happy to support small, family-owned businesses.","review","1udzLbeQxmLTbOtgyVP0kQ","Ethiopian",49,3.93877551020408,0,1,3,2,"AZ",3,1,4,0,0,1,0,0,0,0,0.7,1,0,0,0,0,1,1,1,2,4.5,2,3.83333333333333,1.5,4.25,16250,0,1,1,0,0,0
"100",200,62,1799058,1799058,2,2,2,"7xeyJItJ4eiud9tSJJ0uAA","-LAzi6B4xsvM1bjhS5EAgw",5,"2015-02-03","I have no clue what I ate.  This was my first time eating Ethiopian food, and it was such a cool experience.  If you've never eaten Ethiopian food before, I definitely recommend checking out Gojo for a totally unique ethnic experience.  My group of three deferred entirely to the waitress, who brought us what appeared to be six or seven different curried vegetables (the yellow curried cabbage was my favorite!) served on a huge sheet of sour bread, with more sour bread on the side.  Someone more knowledgable than me is probably going to read this review and laugh at my attempts at describing this food, but having never tried anything like it before, I can't exactly find the words to describe what I ate.  I did recognize a large hunk of chicken in the center of the sour bread which we tore into with our hands, using chunks of the sour bread to ladle up scoops of lentils and spices.  We washed it all down with some iced cinnamon tea.

I think this place would be great for a date night... you really test your date's sense of adventure.  5 stars from me!  Can't wait to bring guests here.","review","1udzLbeQxmLTbOtgyVP0kQ","Ethiopian",39,4.53846153846154,0,2,0,7,"AZ",4,1,4,0,0,1,0,0,0,0,0.7,1,0,0,0,0,1,0,1,1.5,3.5,0,0,1.57142857142857,3.85714285714286,16469,0,1,1,0,0,0
"101",202,63,1117055,1117055,0,1,0,"CSYsxP80N_cmMhN84Hamug","teQOQJY23bWts6DAzRAIJg",4,"2012-04-21","I have never had Thai food before but it has always been on my food radar. We found this restaurant down the street and decided to give it a try with my Mom. It is in a shopping plaza and decorated very ""Thai-ish"" on the inside as well so it was very comfortable and relaxing. We had the jasmine tea which was awesome! I have become a tea lover recently and this was very tasty addition to our meal. We ordered the wonton soup, the coconut curry, pad thai noodles and a ramen type of soup as well. All of it was VERY TASTY. I was very impressed with the service and the freshness of the food. All of the food came out hot as well and served promptly. I have nothing else to compare it to though, but this was a great experience for my first Thai food!","review","AsX-6ECbV83zGJLUVMre9w","Thai",11,3.72727272727273,0,1,0,0,"AZ",3,2,4,0,0,1,0,0,0,0,0.7,1,1,1,0,1,1,0,0,2,3,0,0,1.64414414414414,3.5213447171825,15451,0.0909090909090909,1,1,0,0,0
"102",206,63,2172713,2172713,0,0,0,"Vuh_MsU9q8_O6-aICFRjyg","ZB71ERSuVclig9FslCxMBA",3,"2015-07-12","Never had Ethiopian food.... Much like Indian food.... My husband and I got the vegetable assortment and meat assortment.... They refilled the vegetables as much as we wanted in small quantities.... The teff was the Ethiopian bread.. It was kinda like a crepe but not!!! It was spongy weird consistency with a very sour taste.... I would much prefer naan to eat with that kind of food.... It was very difficult to understand the waitress, but I was there for the experience and I got it!!! The location and ambiance was little to be desired.... I would eat Ethiopian food again as long as I have a groupon... Food was good, just the atmosphere would be the reason I might not go back.... But, maybe I would.... Owners and employees were sweet!","review","5SnPpsS2ArtZAij7o4WuRw","Ethiopian",15,3.33333333333333,0,4,0,6,"NV",3.5,2,3.5,0,0,0,1,0,0,0,1.3,0,0,0,0,0,1,0,1,2,3.625,0,0,1.83333333333333,3.58333333333333,16628,0,-0.5,0,0,0,0
"103",209,65,1147355,1147355,1,1,0,"irp52lkFjRyQq9JIW8VseQ","brLabQzd9Yh72J7p7XX1MQ",3,"2009-09-18","*This review is from a person that hasn't eaten Thai before*

My girlfriend and I went on a double date and told me that we were going to eat at Basil. The biggest gripe that I have about uptown is parking. I REFUSE to pay for parking if I don't have to, so I found a spot on 6th street and I was good to go. I believe they do offer valet parking for 5 bucks.

We arrived at the restaurant before the people we were supposed to be meeting, so that gave me a little time to check the place out. The restaurant is well put together. It had a modern feel to it with the lights dimmed to create a nice romantic and intimate feel. They finally came, so we get seated. I'm not sure what to order, so I took suggestions. For the appetizer, I tried the Fresh Basil Rolls, which I did NOT enjoy. It tasted like I was eating a slimy eraser or something. The waitress was semi-annoying as well. We all just had water, so she brought a really nice glass jug (which i thought about hijacking, haha) and placed it in the middle of the table. We didn't even touch the full jug b/c she kept on filling out water with another jug. I'd like to believe that i'm fully capable of pouring my own water, but maybe that's just me. I guess the jug was there for decoration or something , haha.

For the meal, I tried the Pad-See-Eu with Chicken. It was actually a very good dish. It just wasn't enough for me. When they brought our food to the table (which took about 30 minutes), I told my girlfriend that we'll probably have to make a stop to McDonalds or something b/c this wasn't going to be enough food for me, haha.

Like I stated in the beginning, this review is written from someone who has never eaten Thai before. The place was nice, but it isn't on my must-go places to check out when I wanna go out to eat","review","DtrACWjoGtx4lAaNfxHS4A","Thai",16,4.125,0,0,0,0,"NC",3.5213447171825,2,4,0,1,0,0,0,0,0,1.1,0,1,3,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,14505,0.1875,-0.521344717182497,0,0,0,0
"104",210,65,1154532,1154532,0,0,2,"EGiAtB4sgZhDdYpRkDneig","S--fIfD1eShcls6-8fX7Xg",4,"2009-10-07","Just got home from here. My first time eating Indian! I am quite happy, it will stick with me like Thai food, I will crave it at least weekly now. The only part I wasn't impressed with was the Chicken Biryani , it tasted like rice-a-roni a little, it smelled like heaven though. We had Garlic Naan and another chicken dish (but I can't remember the name :( it was very good! I had the mango lassi, very good! They also brought us what the owner called ""Indian doughnuts"", they were like wet doughnut holes, very good, but very sweet. I could only eat one. I am going to go for the buffet next time, so I can try a little of everything. I recommend trying it! They may not make it, we were the only ones in there the whole time we ate! I hope more people go, it is worth it!","review","PsKAMRgeydy54ytW8xWKCw","Indian",258,4.14728682170543,0,2,2,0,"AZ",4.5,2,3.5,0,0,1,0,0,0,0,0.7,1,1,26,1,1,1,1,0,1,4,1.5,3.75,1.64414414414414,3.5213447171825,14524,0.10077519379845,-0.5,0,1,3.5,5
"105",212,65,2108291,2108291,0,0,1,"x5FusRCjF-UWlCEYz_eyJA","yvsKhxtPHhkUiDhm7Jr3Kg",4,"2014-08-23","Yesss, so happy Korean fried chicken made its way to Pittsburgh when I did! I'm used to frequent artery-clogging Bonchon outings at home, and Chick'n Bubbly definitely lives up to my standard for KFC. 

By the way, if you've never had Korean fried chicken... brace yourselves. It's a life-changing experience. 

+ Relatively short wait for chicken (especially compared to Bonchon)
+ Delicious, crispy soy garlic wings (didn't try the other flavor)
+ The five wings snack portion filled me right up
+ The wings themselves are pretty sizeable
+/- Very sweet bubble teas from syrup. They're tasty, but I would love to have some fresh fruit smoothie options
- Pretty much takeout only, since the seating space is very limited. On the bright side though, the wait times are fast enough to grab and go!

When that post-studying fatigue strikes, I definitely anticipate more cravings for KFC, and I'd happily come back here.","review","ryqYlw3F5MPIHXJylSjD0A","Korean",36,3.91666666666667,0,0,3,0,"PA",3.5213447171825,1,3.5,1,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,0,0,1.33333333333333,3.83333333333333,1.64414414414414,3.5213447171825,16305,0.0833333333333333,0.478655282817503,1,0,0,0
"106",217,67,1172967,1172967,1,2,1,"U8l76MT2Ej32cFKfFI24fA","QL9H0ZTz9LiKZWZfj9ctNQ",2,"2012-11-19","I've never had Indian food before so I don't have much to compare this place to. You definitely have to be somewhat adventurous with the different strong smells and exotic looking food haha! I would say that I enjoyed the food but the poor service I received is why I am giving them 2 stars. 

When we walked into the restaurant we weren't really greeted and the girl just pointed at a table for us to sit at. We went and filled our plates with a little bit of everything. No one came to take our drink orders so I had flag someone down for some water. Then a guy dropped off some naan and I said ""oh, but we wanted to try the garlic naan.. Can we get some please?"" And the man just rudely said we had finish this order first. We kept having to flag someone down to refill our drinks.!! Ugh~! 

I will say though that I loved the hot fresh garlic naan and the delicious chicken curry.. So much so that I find myself craving it! Hopefully next time the service will be better...","review","D_BMUHbZk67hzRcK3xQQmg","Indian",177,3.62146892655367,0,15,10,1,"NV",2.93333333333333,2,4.5,0,0,0,1,0,0,0,1.3,0,1,49,1,1,1,1,1,1.73333333333333,3.63333333333333,1.9,3.85,2,4,15663,0.27683615819209,-0.933333333333333,0,2,4,2
"107",227,74,1218054,1218054,0,0,0,"kZVn2_n3hjoFR_Z3iTBT4w","fMtQf7ecl_sRAbvbt-Kc0A",4,"2012-06-17","Went in here for dinner with a friend and was pleasantly surprised.  I tried the buffet in order to maximize my dinner with different options. Everything tasted great. The butter chicken and the chicken curry were both my favorite. The owner was very pleasant and helpful in explaining things to me, with it being my first time eating Indian food. 

It was definitely a good dining experience and with the food being so delicious I will definitely go back!","review","dwJKxmnu0jZ2tQDuqJ_Zsw","Indian",1,4,0,1,0,0,"NV",5,2,4,0,0,0,1,0,0,0,1.3,1,1,1,0,1,1,0,0,1,4,0,0,1.64414414414414,3.5213447171825,15508,1,-1,0,0,0,0
"108",228,75,1269371,1269371,0,5,5,"KcJ6P3vXpYgYgbYAxi2_2w","ybhU0woBjPQ3bNbgJ4CLfw",4,"2011-09-06","The Passage to India lunch buffet never fails to satiate my curry and tandoori fix and their mixed up lunch buffet has kept me happily coming back here for about 2 years.

No one is going to say this is the best Indian food that you'll ever eat, but, the prices are very reasonable and food is worth returning for.

If you've never had Indian food before the lunch buffet is a cheap and yummy way to see what you like.

TIP: UNCC students show your ID for 10% off. A bunch buffet comes out to less than $7 for all you can eat. Where is this, Vegas? Just show me the slot machine!

After two years of ethnographic observation, I think I cracked the Indian Buffet Code. In general the buffet consists of something like this:

Carbs:
- Pyaz Pakora: crispy deep fried onions. Yummy
- White rice with peas
- Fried vegetable rice
- Butter Naan and Garlic Naan

Then about 3 or 4 vegetable curries, such as
- Something beany: Channa masala, Dal
- Something greeny: Saag Paneer, Aloo Gobi Palak
- Something creamy: Paneer Tikki Masala, Shai Paneer
- Spiced Cabbage(y): I can never eat enough this

And then about three Chicken dishes (with a Lamb mixed in there sometimes too):
- Tandoori chicken
- Chicken Tikki Masala
- Chicken Saag
- Butter Chicken Masala

Dessert- about 1 or 2 of the following:
- Rice Kheer 
- Gulab Jamun
- Sliced fruit (oranges, watermelon)

With the variety and consist quality, I'll be coming back here as long as I am a student at UNCC!","review","hP6fpujKsFWD5N__KZA4Iw","Indian",41,3.97560975609756,0,1,0,0,"NC",1,2,4,0,1,0,0,0,0,0,1.1,1,1,6,1,1,1,0,0,2,3,0,0,1.64414414414414,3.5213447171825,15223,0.146341463414634,3,1,2,4,5
"109",230,78,1446899,1446899,0,0,0,"6n2YriQxV4vMPLIbVCE_fg","solBqxaq9G_DaGYbSdvW4Q",5,"2015-06-20","I have never had Thai food before. My husband is always ranting and raving about it. We had been asking friends and looking at yelp to help us decide on my first Thai experience. Based on what we've heard, we picked here!
I believe it was the manager, Ray, he greeted us right away and was super personable. Throughout our entire meal he was checking in with us. 
It was slow, but we try to do that on purpose. We hate when restaurants are crazy busy (by the time we left, it was filling up!)
When our waiter, Dennis, came over, I explained I had never had Thai before and I  asked what he would recommend for someone new to Thai. He asked me a few questions, what I liked and didn't like, if I had any allergies, and then off he went. 
We got spring rolls as an app and my husband got pearl of Thai land and I believe I got rad nar. 
It was delicious. My husband tore through his! He said it was awesome. I had a bit me of his and my mouth was on FIRE! The waiter noticed and brought me over some Thai tea. He was SOOO attentive!!! 

Our meals were good but to be honest, the service made the experience. I will defiantly be coming back and I would recommend this restaurant to anyone who wants to feel like that's matter and they aren't just another customer.","review","CVos739DJ06t8-dNiRMyeQ","Thai",4,3.5,0,1,0,2,"AZ",2,2,4,0,0,1,0,0,0,0,0.7,1,1,1,0,1,1,0,1,2,3.5,0,0,2,3.75,16606,0.25,3,1,0,0,0
"110",233,81,1531536,1531536,4,2,1,"T-jLGl8Rugco15AFWN0yUw","JiX0Ggbo0IYYEwAdDnS1Gg",1,"2013-08-20","Ok. I have never had thai food before but I can tell you that I LOVE peanuts and I LOVE spice. So I was thinking this would be a great combo. I picked up the phone and ordered delivery but the woman taking my order had a very hard time understanding what I was saying. 

Because she had a hard time understanding what I was saying she asked if she could hang up *half way through my order* and then call me right back. I was a little surprised at that but sure...so she called back, it was easier to order. 

I ordered the ""best thai noodles"" and had them deliver it to my house. It took over an hour, and after being 30 minutes over an hour the lady who delivered my food yelled at me for not telling her the access key to our apartment complex. What!? Excuse me!?

Anyway, moving on. I was excited to dig in! But I have never tasted anything that tasted exactly like vomit. I am so sorry - I know that is gross, but it was literally that awful. The noodles were greasy, the flavor was awful, my noodles were cold. Now I'm not a conesuer of thai food so I may not be the best one to ask about the taste of thai however the customer service was less than acceptable. 

I will not be ordering from Naga again.","review","wgP52y-7FkrsZVVHGomoog","Thai",12,2.16666666666667,0,2,1,0,"NV",4,2,4,0,0,0,1,0,0,0,1.3,0,1,2,0,1,1,1,0,1.5,3.5,1,3.5,1.64414414414414,3.5213447171825,15937,0.166666666666667,-3,0,0,0,0
"111",234,83,1609802,1609802,1,1,0,"dT5JHk1aJQhOty1kwTitHA","gA1H42gn1LOk8yHhQx32Mw",5,"2012-09-28","HOLY COW!!!  I never had thai food before, but I will definitely have many future dinners at Pete's Thai Cuisine.  I loved it.  The people were super nice and one of them was telling us a hilarious story about his recent birthday antics in vegas.  He made us feel completely comfortable.  The portion sizes were humongous, so it's probably a good idea to split something.  I got the Chow-mein thai style noodles with beef.  Amazing!!!  They ask you how spicy you want it on a scale of 1-5 (""1"" being not spicy and ""5"" being OMG spicy).I recommend not going any higher than ""3"" on the spice and I'm a huge lover of spicy food.  

If you're looking for a great thai cuisine experience, you have to go to Pete's.","review","nU97FczCPxm_wIp2pgtYfw","Thai",15,3.06666666666667,0,1,0,0,"AZ",5,2,4,0,0,1,0,0,0,0,0.7,1,1,1,0,1,1,0,0,2,3.5,0,0,1.64414414414414,3.5213447171825,15611,0.0666666666666667,0,0,0,0,0
"112",237,85,1626851,1626851,0,1,0,"abtCHR5-y9fDz6xXscCO8A","JdDWpzXowvYORMxchAMt_Q",5,"2013-11-13","I had never had Thai food before, so I can't comment on the quality of food besides the fact that they literally had the best Chicken Fried Rice I have ever eaten. Absolutely delicious. The atmosphere was very cool and hipster-y. A great place to catch up with friends. The service was also excellent. I would definitely go back just for that amazing fried rice!!! This would also be a great place for a date.","review","ZHDf8TUICsB2peQ9AmXeFw","Thai",9,4.44444444444444,0,0,0,0,"NV",3.5213447171825,2,4,0,0,0,1,0,0,0,1.3,1,1,1,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,16022,0.111111111111111,1.4786552828175,1,0,0,0
"113",239,86,1626871,1626871,0,0,0,"Myngu0wDmMks2koI-3oF6w","eGo6eVPFUdHMHJHvAHE-5w",4,"2013-12-31","I have never eaten Thai food before so my first experience was a good one :)","review","ZHDf8TUICsB2peQ9AmXeFw","Thai",20,3.6,0,1,2,0,"NV",5,2,4,0,0,0,1,0,0,0,1.3,1,1,3,0,1,1,1,0,1,4,1,3.5,1.64414414414414,3.5213447171825,16070,0.15,-1,0,0,0,0
"114",240,88,1464020,1464020,2,4,3,"dRhhYi7lc3hSkyHJNphIwg","JKx7Xsp1--l_fMnB7stGnQ",5,"2011-11-12","Oh, my Jesus this was EXCELLENT!

As soon as we walked in I could smell the aromas and fell in love immediately!  I have never had Indian food that was so good!  The hubby DREADS Indian but decided to spoil me.  He was definitely surprised.  This is the only Indian restaurant/food he has EVER liked!

Bad first impression:  The waitress was a little off.  There were 5 of us.  She looked around and told us that we had to wait for a table to open.  (Hmn, but there were 6 open tables...)  Another guy came by after a few minutes, pushed two tables together and seated us.  YAY!  .....10-15 minutes go by...no menus, no water, no waitress or waiter...a couple of more minutes and the waitress brings us some pakora and water......................no menus.  WTH?!  (I really wanted  to try this food...otherwise we would've be out after 10 minutes of waiting.)  So, we flag her down and request menus.  It was smooth sailing after that.  And boy was it worth the hassle.

If I could afford to go a few times a week I would.  I was craving this as soon as I woke up and again tonight.  A la carte meals are $15 on average and they're not big.  =(  Not a good match for a food lover on a budget.","review","QwrWxzfGdv_bMiFrDaV4sA","Indian",22,3.81818181818182,0,5,0,0,"NV",4,2,4,0,0,0,1,0,0,0,1.3,1,1,10,1,1,1,0,0,1.6,4.1,0,0,1.64414414414414,3.5213447171825,15290,0.454545454545455,1,1,2,4,5
"115",241,89,1464031,1464031,0,0,0,"UJ3o2XvZDB8xHu3I47qCnA","WFUXSestg330NRoI0PqLSA",5,"2012-04-26","First timer, and now we will be back as often as we can! I never had Indian food ever and the server was very nice and helped me figure out what may like, she did great! The heat index was perfect and I love the flavors with the all the dishes we had. The bar was nice, the tables nicely laid out and the staff was very pleasant.","review","QwrWxzfGdv_bMiFrDaV4sA","Indian",23,4.26086956521739,0,0,0,0,"NV",3.5213447171825,2,4,0,0,0,1,0,0,0,1.3,1,1,2,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15456,0.0869565217391304,1.4786552828175,1,0,0,0
"116",261,120,2161732,2161732,1,1,1,"MIvCXHgE_vcKz7lYS5FPvg","5CJoE4zce5DiX5IoA9_mYg",5,"2015-03-17","I had always wanted to try Indian food, and really wanted to try a buffet so I could sample a lot of different dishes, but most restaurants that have a buffet are not vegetarian so most of the dishes would have been off limits for me.  Not the case with Ruchi!  An entire buffet of vegetarian food!  It was like a dream.  I tried almost everything...and everything was really good!  The young guy that served us, was so nice and helpful, and after telling him it was my first time eating Indian food, he explained what things were, what chutneys go with what, and how things are generally eaten.  I really can't wait to go back!","review","n9iOBTyrgFRE4WT1Lq_wAA","Indian",27,3.74074074074074,0,8,0,5,"AZ",4.125,2,4.5,0,0,1,0,0,0,0,0.7,1,1,5,0,1,1,0,1,1.75,3.6875,0,0,1.8,4.1,16511,0.185185185185185,0.875,1,0,0,0
